page_number,line_number,event_number,event_name,athlete_name,age_at_event,birth_year_estimated,club_name,rank_position,seed_time_text,seed_time_ms,result_time_text,result_time_ms,status,raw_line
4,15,3,women 60-64 100 SC Meter butterfly,"Case, Cynthia",64,1962,Master Providencia Chile,1,"1:36,24",96240,"1:36,95",96950,valid,"1 Case, Cynthia 64 Master Providencia Chile 1:36.24 1:36.95 9"
4,17,3,women 65-69 100 SC Meter butterfly,"Concha, Elizabeth",68,1958,NÑ unñoa Master,1,"3:12,00",192000,"2:57,73",177730,valid,"1 Concha, Elizabeth 68 NÑ unñoa Master 3:12.00 2:57.73 9"
4,19,3,women 70-74 100 SC Meter butterfly,"Obredor, Rosa",74,1952,Aquaclub Maipu,1,"3:03,59",183590,"1:38,31",98310,valid,"1 Obredor, Rosa 74 Aquaclub Maipu 3:03.59 1:38.31 9"
4,20,3,women 70-74 100 SC Meter butterfly,"Ruiz, Alicia",70,1956,Andes Talleres,2,"3:16,19",196190,"3:09,30",189300,valid,"2 Ruiz, Alicia 70 Andes Talleres 3:16.19 3:09.30 7"
4,22,4,men 19 & Under 100 SC Meter butterfly,"Gonzalez, Nicolas Agustíín",19,2007,Andes Talleres,1,"1:09,44",69440,"1:08,38",68380,valid,"1 Gonzalez, Nicolas Agustíín 19 Andes Talleres 1:09.44 1:08.38 9"
4,23,4,men 19 & Under 100 SC Meter butterfly,"Rodriguez, Joaquin",19,2007,Agua Plena San Rafael,2,"1:54,00",114000,"1:41,82",101820,valid,"2 Rodriguez, Joaquin 19 Agua Plena San Rafael 1:54.00 1:41.82 7"
4,25,4,men 20-24 100 SC Meter butterfly,"Galetto, Valentino",22,2004,Club Sparta A.C.,1,"1:08,66",68660,"1:05,13",65130,valid,"1 Galetto, Valentino 22 Club Sparta A.C. 1:08.66 1:05.13 9"
4,26,4,men 20-24 100 SC Meter butterfly,"Gonzalez, Franco",23,2003,Andes Talleres,2,"1:14,52",74520,"1:18,38",78380,valid,"2 Gonzalez, Franco 23 Andes Talleres 1:14.52 1:18.38 7"
4,27,4,men 20-24 100 SC Meter butterfly,"Martinez, Julio",21,2005,Andes Talleres,3,"1:30,00",90000,"1:27,32",87320,valid,"3 Martinez, Julio 21 Andes Talleres 1:30.00 1:27.32 6"
4,28,4,men 20-24 100 SC Meter butterfly,"Chacoín, Manuel",20,2006,Club Sparta A.C.,4,"1:39,21",99210,"1:33,77",93770,valid,"4 Chacoín, Manuel 20 Club Sparta A.C. 1:39.21 1:33.77 5"
4,29,4,men 20-24 100 SC Meter butterfly,"Rivas, Leo",24,2002,Club Azul Natacion Mendoza,5,"1:27,30",87300,"1:49,90",109900,valid,"5 Rivas, Leo 24 Club Azul Natacion Mendoza 1:27.30 1:49.90 4"
4,31,4,men 25-29 100 SC Meter butterfly,"Vollmer, Matias A",28,1998,Andes Talleres,1,"1:05,95",65950,"1:05,85",65850,valid,"1 Vollmer, Matias A 28 Andes Talleres 1:05.95 1:05.85 9"
4,32,4,men 25-29 100 SC Meter butterfly,"Moreno, Julian",29,1997,Aquaclub Maipu,2,"1:29,00",89000,"1:22,05",82050,valid,"2 Moreno, Julian 29 Aquaclub Maipu 1:29.00 1:22.05 7"
4,33,4,men 25-29 100 SC Meter butterfly,"Gonzalez, Daniel",27,1999,NÑ unñoa Master,3,"1:24,00",84000,"1:22,40",82400,valid,"3 Gonzalez, Daniel 27 NÑ unñoa Master 1:24.00 1:22.40 6"
4,34,4,men 25-29 100 SC Meter butterfly,"Bustos Bastias, Brian Gabriel",28,1998,Club Sparta A.C.,4,"1:42,35",102350,"1:35,25",95250,valid,"4 Bustos Bastias, Brian Gabriel 28 Club Sparta A.C. 1:42.35 1:35.25 5"
4,35,4,men 25-29 100 SC Meter butterfly,"Ventura, Marcos",27,1999,Club Sparta A.C.,5,"1:27,67",87670,"1:39,30",99300,valid,"5 Ventura, Marcos 27 Club Sparta A.C. 1:27.67 1:39.30 4"
4,36,4,men 25-29 100 SC Meter butterfly,"Perez, Maximiliano",28,1998,Agua Plena San Rafael,6,"1:52,00",112000,"1:41,77",101770,valid,"6 Perez, Maximiliano 28 Agua Plena San Rafael 1:52.00 1:41.77 3"
4,37,4,men 25-29 100 SC Meter butterfly,"Bolanños, Kleiber",29,1997,Pedro Aguirre Cerda,7,"2:00,00",120000,"2:03,66",123660,valid,"7 Bolanños, Kleiber 29 Pedro Aguirre Cerda 2:00.00 2:03.66 2"
4,39,4,men 30-34 100 SC Meter butterfly,"Parra SM, Nicolaís",31,1995,Pedro Aguirre Cerda,1,"1:19,00",79000,"1:15,41",75410,valid,"1 Parra SM, Nicolaís 31 Pedro Aguirre Cerda 1:19.00 1:15.41 9"
4,40,4,men 30-34 100 SC Meter butterfly,"Becerra A., Martíín",30,1996,Pedro Aguirre Cerda,2,"1:24,30",84300,"1:16,97",76970,valid,"2 Becerra A., Martíín 30 Pedro Aguirre Cerda 1:24.30 1:16.97 7"
4,41,4,men 30-34 100 SC Meter butterfly,"Morales, Jesus",33,1993,Club Sparta A.C.,3,"1:42,39",102390,"1:28,41",88410,valid,"3 Morales, Jesus 33 Club Sparta A.C. 1:42.39 1:28.41 6"
4,42,4,men 30-34 100 SC Meter butterfly,"Castro, Alexis",34,1992,Master Providencia Chile,4,"1:27,25",87250,"1:31,16",91160,valid,"4 Castro, Alexis 34 Master Providencia Chile 1:27.25 1:31.16 5"
4,43,4,men 30-34 100 SC Meter butterfly,"Alcaraz, Matias",33,1993,Club Sparta A.C.,5,"1:43,38",103380,"1:31,17",91170,valid,"5 Alcaraz, Matias 33 Club Sparta A.C. 1:43.38 1:31.17 4"
4,45,4,men 35-39 100 SC Meter butterfly,"Celaya, Ariel",36,1990,Aquaclub Maipu,1,"1:17,24",77240,"1:20,10",80100,valid,"1 Celaya, Ariel 36 Aquaclub Maipu 1:17.24 1:20.10 9"
4,46,4,men 35-39 100 SC Meter butterfly,"Castro, Javier",35,1991,Club Sparta A.C.,2,"1:24,92",84920,"1:29,60",89600,valid,"2 Castro, Javier 35 Club Sparta A.C. 1:24.92 1:29.60 7"
4,47,4,men 35-39 100 SC Meter butterfly,"Aguilera, Juan Carlos",37,1989,Master Providencia Chile,3,"1:43,00",103000,"1:43,81",103810,valid,"3 Aguilera, Juan Carlos 37 Master Providencia Chile 1:43.00 1:43.81 6"
4,49,4,men 40-44 100 SC Meter butterfly,"Peralta, Leonardo",43,1983,Aquaclub Maipu,1,"1:16,86",76860,"1:12,98",72980,valid,"1 Peralta, Leonardo 43 Aquaclub Maipu 1:16.86 1:12.98 9"
5,5,4,men 40-44 100 SC Meter butterfly,"Castilla, Emiliano",43,1983,Andes Talleres,2,"1:30,00",90000,"1:25,39",85390,valid,"2 Castilla, Emiliano 43 Andes Talleres 1:30.00 1:25.39 7"
5,6,4,men 40-44 100 SC Meter butterfly,"Turela, Marcos",40,1986,Andes Talleres,3,"1:30,00",90000,"1:28,31",88310,valid,"3 Turela, Marcos 40 Andes Talleres 1:30.00 1:28.31 6"
5,8,4,men 45-49 100 SC Meter butterfly,"Roman, Nestor M",47,1979,Club Sparta A.C.,1,"1:36,29",96290,"1:39,33",99330,valid,"1 Roman, Nestor M 47 Club Sparta A.C. 1:36.29 1:39.33 9"
5,10,4,men 50-54 100 SC Meter butterfly,"Lucero, Gaston",50,1976,Club Sparta A.C.,1,"1:49,11",109110,"1:30,57",90570,valid,"1 Lucero, Gaston 50 Club Sparta A.C. 1:49.11 1:30.57 9"
5,12,4,men 55-59 100 SC Meter butterfly,"Velazquez, Orlando",56,1970,Aquaclub Maipu,1,"2:50,00",170000,"1:51,40",111400,valid,"1 Velazquez, Orlando 56 Aquaclub Maipu 2:50.00 1:51.40 9"
5,14,4,men 60-64 100 SC Meter butterfly,"Oliva, Ricardo",61,1965,Club Sparta A.C.,1,"1:55,29",115290,"2:03,74",123740,valid,"1 Oliva, Ricardo 61 Club Sparta A.C. 1:55.29 2:03.74 9"
5,15,4,men 60-64 100 SC Meter butterfly,"Pavoni, Ricardo O",63,1963,Andes Talleres,2,"2:01,25",121250,"2:10,02",130020,valid,"2 Pavoni, Ricardo O 63 Andes Talleres 2:01.25 2:10.02 7"
5,17,4,men 65-69 100 SC Meter butterfly,"Lucero, Carlos A",66,1960,Area Club San Luis,1,"1:52,59",112590,"1:53,19",113190,valid,"1 Lucero, Carlos A 66 Area Club San Luis 1:52.59 1:53.19 9"
5,19,5,women 19 & Under 50 SC Meter backstroke,"Chertcoff, Victoria",18,2008,Agua Plena San Rafael,1,"43,00",43000,"41,72",41720,valid,"1 Chertcoff, Victoria 18 Agua Plena San Rafael 43.00 41.72 9"
5,21,5,women 20-24 50 SC Meter backstroke,"Vidal, Pierina",21,2005,Club Sparta A.C.,1,"40,97",40970,"40,00",40000,valid,"1 Vidal, Pierina 21 Club Sparta A.C. 40.97 40.00 9"
5,22,5,women 20-24 50 SC Meter backstroke,"Guinñazu, Selene",20,2006,Aquaclub Maipu,2,"43,92",43920,"43,91",43910,valid,"2 Guinñazu, Selene 20 Aquaclub Maipu 43.92 43.91 7"
5,24,5,women 25-29 50 SC Meter backstroke,"Pavio Civit, Natalia",26,2000,Club Sparta A.C.,1,"33,99",33990,"33,40",33400,valid,"1 Pavio Civit, Natalia 26 Club Sparta A.C. 33.99 33.40 9"
5,25,5,women 25-29 50 SC Meter backstroke,"Castro A, Paula A",26,2000,Pedro Aguirre Cerda,2,"40,70",40700,"37,38",37380,valid,"2 Castro A, Paula A 26 Pedro Aguirre Cerda 40.70 37.38 7"
5,26,5,women 25-29 50 SC Meter backstroke,"Dave, Gisela",28,1998,Aquaclub Maipu,3,"39,01",39010,"39,99",39990,valid,"3 Dave, Gisela 28 Aquaclub Maipu 39.01 39.99 6"
5,27,5,women 25-29 50 SC Meter backstroke,"Aguilera, Ayelen",27,1999,Club Azul Natacion Mendoza,4,"54,15",54150,"53,61",53610,valid,"4 Aguilera, Ayelen 27 Club Azul Natacion Mendoza 54.15 53.61 5"
5,29,5,women 30-34 50 SC Meter backstroke,"Mauad, Yamile",30,1996,Club Sparta A.C.,1,"41,42",41420,"38,20",38200,valid,"1 Mauad, Yamile 30 Club Sparta A.C. 41.42 38.20 9"
5,30,5,women 30-34 50 SC Meter backstroke,"Loípez, Diane",30,1996,Pedro Aguirre Cerda,2,"42,00",42000,"46,02",46020,valid,"2 Loípez, Diane 30 Pedro Aguirre Cerda 42.00 46.02 7"
5,31,5,women 30-34 50 SC Meter backstroke,"Zapata, Rocio Nicole",31,1995,Club DE Natacion Atlantis,3,"47,00",47000,"49,14",49140,valid,"3 Zapata, Rocio Nicole 31 Club DE Natacion Atlantis 47.00 49.14 6"
5,32,5,women 30-34 50 SC Meter backstroke,"Osuna, Daiana Esther",33,1993,Agua Plena San Rafael,4,"53,00",53000,"56,28",56280,valid,"4 Osuna, Daiana Esther 33 Agua Plena San Rafael 53.00 56.28 5"
5,33,5,women 30-34 50 SC Meter backstroke,"Revello, Michelle",31,1995,Pedro Aguirre Cerda,5,"58,09",58090,"1:00,44",60440,valid,"5 Revello, Michelle 31 Pedro Aguirre Cerda 58.09 1:00.44 4"
5,35,5,women 35-39 50 SC Meter backstroke,"Martin, Anita",38,1988,Andes Talleres,1,"41,02",41020,"40,75",40750,valid,"1 Martin, Anita 38 Andes Talleres 41.02 40.75 9"
5,36,5,women 35-39 50 SC Meter backstroke,"Cabello, Romina",36,1990,Club DE Natacion Atlantis,2,"1:04,00",64000,"1:00,54",60540,valid,"2 Cabello, Romina 36 Club DE Natacion Atlantis 1:04.00 1:00.54 7"
5,38,5,women 40-44 50 SC Meter backstroke,"Rodriguez, Diana",41,1985,NÑ unñoa Master,1,"42,00",42000,"39,86",39860,valid,"1 Rodriguez, Diana 41 NÑ unñoa Master 42.00 39.86 9"
5,39,5,women 40-44 50 SC Meter backstroke,"Espinosa, Analia L",41,1985,Club DE Natacion Atlantis,2,"46,42",46420,"45,35",45350,valid,"2 Espinosa, Analia L 41 Club DE Natacion Atlantis 46.42 45.35 7"
5,40,5,women 40-44 50 SC Meter backstroke,"Bisson, Natali",40,1986,Andes Talleres,3,"47,83",47830,"46,93",46930,valid,"3 Bisson, Natali 40 Andes Talleres 47.83 46.93 6"
5,41,5,women 40-44 50 SC Meter backstroke,"Carmona, Maria Angeles",44,1982,Club DE Natacion Atlantis,4,"1:10,00",70000,"1:05,27",65270,valid,"4 Carmona, Maria Angeles 44 Club DE Natacion Atlantis 1:10.00 1:05.27 5"
5,43,5,women 45-49 50 SC Meter backstroke,"Arriola, Silvia",45,1981,Aquaclub Maipu,1,"37,04",37040,"39,97",39970,valid,"1 Arriola, Silvia 45 Aquaclub Maipu 37.04 39.97 9"
5,44,5,women 45-49 50 SC Meter backstroke,"Gauna, Noe",45,1981,Club Azul Natacion Mendoza,2,"56,30",56300,"1:01,00",61000,valid,"2 Gauna, Noe 45 Club Azul Natacion Mendoza 56.30 1:01.00 7"
5,46,5,women 55-59 50 SC Meter backstroke,"Dable, Marie Claire",57,1969,Master Providencia Chile,1,"50,78",50780,"48,33",48330,valid,"1 Dable, Marie Claire 57 Master Providencia Chile 50.78 48.33 9"
5,47,5,women 55-59 50 SC Meter backstroke,"Amaro, Maria",56,1970,Pedro Aguirre Cerda,2,"1:25,00",85000,"1:24,84",84840,valid,"2 Amaro, Maria 56 Pedro Aguirre Cerda 1:25.00 1:24.84 7"
6,5,5,women 60-64 50 SC Meter backstroke,"Moyano, Claudia",60,1966,Club Sparta A.C.,1,"47,52",47520,"44,32",44320,valid,"1 Moyano, Claudia 60 Club Sparta A.C. 47.52 44.32 9"
6,6,5,women 60-64 50 SC Meter backstroke,"Acencio, Claudia",63,1963,Master Providencia Chile,2,"49,91",49910,"49,53",49530,valid,"2 Acencio, Claudia 63 Master Providencia Chile 49.91 49.53 7"
6,7,5,women 60-64 50 SC Meter backstroke,"DI Paola, Laura",61,1965,Club Sparta A.C.,3,"58,46",58460,"58,11",58110,valid,"3 DI Paola, Laura 61 Club Sparta A.C. 58.46 58.11 6"
6,8,5,women 60-64 50 SC Meter backstroke,"Reyes L, Ma Irene",62,1964,Pedro Aguirre Cerda,4,"1:02,20",62200,"1:03,35",63350,valid,"4 Reyes L, Ma Irene 62 Pedro Aguirre Cerda 1:02.20 1:03.35 5"
6,9,5,women 60-64 50 SC Meter backstroke,"Lopez, Elena",64,1962,Club Sparta A.C.,5,"1:26,56",86560,"1:13,58",73580,valid,"5 Lopez, Elena 64 Club Sparta A.C. 1:26.56 1:13.58 4"
6,10,5,women 60-64 50 SC Meter backstroke,"Richardi, Marisa",64,1962,Andes Talleres,6,"1:17,27",77270,"1:28,60",88600,valid,"6 Richardi, Marisa 64 Andes Talleres 1:17.27 1:28.60 3"
6,12,5,women 70-74 50 SC Meter backstroke,"Obredor, Rosa",74,1952,Aquaclub Maipu,1,"1:09,01",69010,"1:15,31",75310,valid,"1 Obredor, Rosa 74 Aquaclub Maipu 1:09.01 1:15.31 9"
6,13,5,women 70-74 50 SC Meter backstroke,"Lusso, Berta",73,1953,Andes Talleres,2,"1:38,20",98200,"1:22,48",82480,valid,"2 Lusso, Berta 73 Andes Talleres 1:38.20 1:22.48 7"
6,15,5,women 75-79 50 SC Meter backstroke,"Nunñez, Elizabeth",77,1949,Master Providencia Chile,1,"1:07,05",67050,"1:09,61",69610,valid,"1 Nunñez, Elizabeth 77 Master Providencia Chile 1:07.05 1:09.61 9"
6,17,5,women 90-94 50 SC Meter backstroke,"Bush, Eliana",92,1934,Delfines DE Las Condes,1,NT,,"1:06,02",66020,valid,"1 Bush, Eliana 92 Delfines DE Las Condes NT 1:06.02 9"
6,19,6,men 19 & Under 50 SC Meter backstroke,"Benegas, Laureano",17,2009,Andes Talleres,1,"33,38",33380,"31,57",31570,valid,"1 Benegas, Laureano 17 Andes Talleres 33.38 31.57 9"
6,21,6,men 20-24 50 SC Meter backstroke,"Gimenez DE Michilis, Tobias",24,2002,Club Sparta A.C.,1,"33,52",33520,"33,41",33410,valid,"1 Gimenez DE Michilis, Tobias 24 Club Sparta A.C. 33.52 33.41 9"
6,22,6,men 20-24 50 SC Meter backstroke,"Flores, Joseí Luis",20,2006,Pedro Aguirre Cerda,2,"37,30",37300,"36,54",36540,valid,"2 Flores, Joseí Luis 20 Pedro Aguirre Cerda 37.30 36.54 7"
6,23,6,men 20-24 50 SC Meter backstroke,"Zapata Esquivel, Tomas Benjamin F.",24,2002,Aquaclub Maipu,3,"42,43",42430,"40,26",40260,valid,"3 Zapata Esquivel, Tomas Benjamin F. 24 Aquaclub Maipu 42.43 40.26 6"
6,24,6,men 20-24 50 SC Meter backstroke,"Caro, Martíín",20,2006,Pedro Aguirre Cerda,4,"43,94",43940,"41,49",41490,valid,"4 Caro, Martíín 20 Pedro Aguirre Cerda 43.94 41.49 5"
6,25,6,men 20-24 50 SC Meter backstroke,"Trilla, Ignacio",21,2005,Club Azul Natacion Mendoza,,"44,25",44250,DNF,,dnf,"--- Trilla, Ignacio 21 Club Azul Natacion Mendoza 44.25 DNF"
6,26,6,men 20-24 50 SC Meter backstroke,"Rivas, Leo",24,2002,Club Azul Natacion Mendoza,,"37,77",37770,DNF,,dnf,"--- Rivas, Leo 24 Club Azul Natacion Mendoza 37.77 DNF"
6,28,6,men 25-29 50 SC Meter backstroke,"Ferro, Bruno A",26,2000,Club Sparta A.C.,1,"31,42",31420,"31,29",31290,valid,"1 Ferro, Bruno A 26 Club Sparta A.C. 31.42 31.29 9"
6,29,6,men 25-29 50 SC Meter backstroke,"Ledda, Augusto",26,2000,Club Sparta A.C.,2,"31,40",31400,"31,87",31870,valid,"2 Ledda, Augusto 26 Club Sparta A.C. 31.40 31.87 7"
6,30,6,men 25-29 50 SC Meter backstroke,"Caro P, Cristoíbal Fdo",26,2000,Pedro Aguirre Cerda,3,"35,20",35200,"34,26",34260,valid,"3 Caro P, Cristoíbal Fdo 26 Pedro Aguirre Cerda 35.20 34.26 6"
6,31,6,men 25-29 50 SC Meter backstroke,"Talfiti, Facundo",28,1998,Aquaclub Maipu,4,"38,39",38390,"37,56",37560,valid,"4 Talfiti, Facundo 28 Aquaclub Maipu 38.39 37.56 5"
6,32,6,men 25-29 50 SC Meter backstroke,"Meneses, Felipe",27,1999,Pedro Aguirre Cerda,5,"38,00",38000,"37,61",37610,valid,"5 Meneses, Felipe 27 Pedro Aguirre Cerda 38.00 37.61 4"
6,33,6,men 25-29 50 SC Meter backstroke,"Moreno, Julian",29,1997,Aquaclub Maipu,6,"38,35",38350,"37,64",37640,valid,"6 Moreno, Julian 29 Aquaclub Maipu 38.35 37.64 3"
6,34,6,men 25-29 50 SC Meter backstroke,"Rodriguez, Santi",27,1999,Club Azul Natacion Mendoza,7,"39,58",39580,"38,75",38750,valid,"7 Rodriguez, Santi 27 Club Azul Natacion Mendoza 39.58 38.75 2"
6,35,6,men 25-29 50 SC Meter backstroke,"Magallanes, Enzo",29,1997,Aquaclub Maipu,8,"41,57",41570,"41,49",41490,valid,"8 Magallanes, Enzo 29 Aquaclub Maipu 41.57 41.49 1"
6,36,6,men 25-29 50 SC Meter backstroke,"Scandolera, Lucas",26,2000,Agua Plena San Rafael,9,"40,00",40000,"42,27",42270,valid,"9 Scandolera, Lucas 26 Agua Plena San Rafael 40.00 42.27"
6,37,6,men 25-29 50 SC Meter backstroke,"Bolanños, Kleiber",29,1997,Pedro Aguirre Cerda,10,"42,10",42100,"44,80",44800,valid,"10 Bolanños, Kleiber 29 Pedro Aguirre Cerda 42.10 44.80"
6,38,6,men 25-29 50 SC Meter backstroke,"Ortega, Luciano",28,1998,Aquaclub Maipu,11,"42,43",42430,"45,15",45150,valid,"11 Ortega, Luciano 28 Aquaclub Maipu 42.43 45.15"
6,39,6,men 25-29 50 SC Meter backstroke,"Ros, Matias",29,1997,Aquaclub Maipu,12,"54,88",54880,"45,76",45760,valid,"12 Ros, Matias 29 Aquaclub Maipu 54.88 45.76"
6,41,6,men 30-34 50 SC Meter backstroke,"Mugnani Valero, Luciano",32,1994,Andes Talleres,1,"34,00",34000,"35,20",35200,valid,"1 Mugnani Valero, Luciano 32 Andes Talleres 34.00 35.20 9"
6,42,6,men 30-34 50 SC Meter backstroke,"Parra SM, Nicolaís",31,1995,Pedro Aguirre Cerda,2,"37,30",37300,"35,60",35600,valid,"2 Parra SM, Nicolaís 31 Pedro Aguirre Cerda 37.30 35.60 7"
6,43,6,men 30-34 50 SC Meter backstroke,"Cantoro, Sergio",33,1993,Aquaclub Maipu,3,"37,69",37690,"39,04",39040,valid,"3 Cantoro, Sergio 33 Aquaclub Maipu 37.69 39.04 6"
6,44,6,men 30-34 50 SC Meter backstroke,"Bront, Matias",31,1995,Club Sparta A.C.,4,"44,23",44230,"41,39",41390,valid,"4 Bront, Matias 31 Club Sparta A.C. 44.23 41.39 5"
6,45,6,men 30-34 50 SC Meter backstroke,"Barrera, Diego",32,1994,Club Azul Natacion Mendoza,5,"47,00",47000,"47,03",47030,valid,"5 Barrera, Diego 32 Club Azul Natacion Mendoza 47.00 47.03 4"
6,46,6,men 30-34 50 SC Meter backstroke,"Ortega, Atilio",32,1994,Club Sparta A.C.,,"42,29",42290,DQ,,dsq,"--- Ortega, Atilio 32 Club Sparta A.C. 42.29 DQ"
6,47,6,men 30-34 50 SC Meter backstroke,"Magnenat, Javier",34,1992,Agua Plena San Rafael,,"45,00",45000,DNF,,dnf,"--- Magnenat, Javier 34 Agua Plena San Rafael 45.00 DNF"
6,48,6,men 30-34 50 SC Meter backstroke,"Ventura, Maxi",32,1994,Club Azul Natacion Mendoza,,"40,88",40880,DNF,,dnf,"--- Ventura, Maxi 32 Club Azul Natacion Mendoza 40.88 DNF"
6,49,6,men 30-34 50 SC Meter backstroke,"Maldonado, Nicolas",31,1995,Agua Plena San Rafael,,"48,00",48000,DNF,,dnf,"--- Maldonado, Nicolas 31 Agua Plena San Rafael 48.00 DNF"
6,51,6,men 35-39 50 SC Meter backstroke,"Celaya, Ariel",36,1990,Aquaclub Maipu,1,"33,55",33550,"34,05",34050,valid,"1 Celaya, Ariel 36 Aquaclub Maipu 33.55 34.05 9"
7,5,6,men 35-39 50 SC Meter backstroke,"Alchapar, Oscar Alejandro",35,1991,Club Sparta A.C.,2,"36,28",36280,"34,40",34400,valid,"2 Alchapar, Oscar Alejandro 35 Club Sparta A.C. 36.28 34.40 7"
7,6,6,men 35-39 50 SC Meter backstroke,"Mansilla, Juan",35,1991,Club Sparta A.C.,3,"34,84",34840,"34,52",34520,valid,"3 Mansilla, Juan 35 Club Sparta A.C. 34.84 34.52 6"
7,7,6,men 35-39 50 SC Meter backstroke,"Rubin, Fernando",39,1987,Club DE Natacion Atlantis,4,"40,92",40920,"45,15",45150,valid,"4 Rubin, Fernando 39 Club DE Natacion Atlantis 40.92 45.15 5"
7,9,6,men 40-44 50 SC Meter backstroke,"Peralta, Leonardo",43,1983,Aquaclub Maipu,1,"37,33",37330,"37,95",37950,valid,"1 Peralta, Leonardo 43 Aquaclub Maipu 37.33 37.95 9"
7,10,6,men 40-44 50 SC Meter backstroke,"Castilla, Emiliano",43,1983,Andes Talleres,2,"39,00",39000,"38,96",38960,valid,"2 Castilla, Emiliano 43 Andes Talleres 39.00 38.96 7"
7,11,6,men 40-44 50 SC Meter backstroke,"Azevedo, Marcio",44,1982,Club Sparta A.C.,3,"38,25",38250,"39,86",39860,valid,"3 Azevedo, Marcio 44 Club Sparta A.C. 38.25 39.86 6"
7,12,6,men 40-44 50 SC Meter backstroke,"Munñoz, Carlos",42,1984,Club Dep Master Magallanes,4,"41,00",41000,"45,41",45410,valid,"4 Munñoz, Carlos 42 Club Dep Master Magallanes 41.00 45.41 5"
7,13,6,men 40-44 50 SC Meter backstroke,"Romero, Christian",42,1984,NÑ unñoa Master,,"48,40",48400,DNF,,dnf,"--- Romero, Christian 42 NÑ unñoa Master 48.40 DNF"
7,15,6,men 45-49 50 SC Meter backstroke,"Camargo, Pablo Sergio",46,1980,Aquaclub Maipu,1,"42,06",42060,"42,27",42270,valid,"1 Camargo, Pablo Sergio 46 Aquaclub Maipu 42.06 42.27 9"
7,16,6,men 45-49 50 SC Meter backstroke,"Roman, Nestor M",47,1979,Club Sparta A.C.,2,"43,57",43570,"45,41",45410,valid,"2 Roman, Nestor M 47 Club Sparta A.C. 43.57 45.41 7"
7,17,6,men 45-49 50 SC Meter backstroke,"Catelino, Daniel",49,1977,Andes Talleres,3,"44,00",44000,"46,56",46560,valid,"3 Catelino, Daniel 49 Andes Talleres 44.00 46.56 6"
7,18,6,men 45-49 50 SC Meter backstroke,"Soria, Gabriel",47,1979,Master Providencia Chile,4,"1:06,96",66960,"1:04,78",64780,valid,"4 Soria, Gabriel 47 Master Providencia Chile 1:06.96 1:04.78 5"
7,20,6,men 50-54 50 SC Meter backstroke,"Boreto, Federico",50,1976,Andes Talleres,1,"36,00",36000,"36,29",36290,valid,"1 Boreto, Federico 50 Andes Talleres 36.00 36.29 9"
7,21,6,men 50-54 50 SC Meter backstroke,"Catalan, Marcelo",52,1974,Master Providencia Chile,2,"41,00",41000,"40,26",40260,valid,"2 Catalan, Marcelo 52 Master Providencia Chile 41.00 40.26 7"
7,22,6,men 50-54 50 SC Meter backstroke,"Sosa, Carlos",50,1976,Aquaclub Maipu,3,"51,91",51910,"52,58",52580,valid,"3 Sosa, Carlos 50 Aquaclub Maipu 51.91 52.58 6"
7,23,6,men 50-54 50 SC Meter backstroke,"Romo, Fabri",52,1974,Club Azul Natacion Mendoza,4,"55,38",55380,"1:00,40",60400,valid,"4 Romo, Fabri 52 Club Azul Natacion Mendoza 55.38 1:00.40 5"
7,24,6,men 50-54 50 SC Meter backstroke,"Medina, Carlos",53,1973,Master Providencia Chile,5,"1:30,00",90000,"1:19,89",79890,valid,"5 Medina, Carlos 53 Master Providencia Chile 1:30.00 1:19.89 4"
7,26,6,men 55-59 50 SC Meter backstroke,"Smith, Carlos",58,1968,Master Providencia Chile,1,"44,00",44000,"42,78",42780,valid,"1 Smith, Carlos 58 Master Providencia Chile 44.00 42.78 9"
7,27,6,men 55-59 50 SC Meter backstroke,"Figueroa, Miguel",59,1967,Club Azul Natacion Mendoza,2,"52,13",52130,"54,54",54540,valid,"2 Figueroa, Miguel 59 Club Azul Natacion Mendoza 52.13 54.54 7"
7,29,6,men 60-64 50 SC Meter backstroke,"Vargas, Jose Luis",60,1966,Golden,1,"1:10,00",70000,"1:02,02",62020,valid,"1 Vargas, Jose Luis 60 Golden 1:10.00 1:02.02 9"
7,31,6,men 65-69 50 SC Meter backstroke,"Domina, Ricardo",67,1959,Club Sparta A.C.,1,"40,85",40850,"44,29",44290,valid,"1 Domina, Ricardo 67 Club Sparta A.C. 40.85 44.29 9"
7,32,6,men 65-69 50 SC Meter backstroke,"Lucero, Carlos A",66,1960,Area Club San Luis,2,"48,56",48560,"51,66",51660,valid,"2 Lucero, Carlos A 66 Area Club San Luis 48.56 51.66 7"
7,33,6,men 65-69 50 SC Meter backstroke,"Cabello Tilleríía, Andre ís",69,1957,Penñalolen Master,3,"1:10,00",70000,"56,01",56010,valid,"3 Cabello Tilleríía, Andre ís 69 Penñalolen Master 1:10.00 56.01 6"
7,34,6,men 65-69 50 SC Meter backstroke,"Cabello, Jorge",68,1958,Penñalolen Master,4,"1:20,00",80000,"1:03,72",63720,valid,"4 Cabello, Jorge 68 Penñalolen Master 1:20.00 1:03.72 5"
7,35,6,men 65-69 50 SC Meter backstroke,"Moreno, Luis",68,1958,NÑ unñoa Master,5,"1:15,10",75100,"1:08,67",68670,valid,"5 Moreno, Luis 68 NÑ unñoa Master 1:15.10 1:08.67 4"
