page_number,line_number,event_number,event_name,athlete_name,age_at_event,birth_year_estimated,club_name,rank_position,seed_time_text,seed_time_ms,result_time_text,result_time_ms,status,raw_line
7,28,2,men 40-44 50 LC Meter backstroke,"Serrano, Hector",44,1982,Cien por Ciento Swim,7,"43,00",43000,"44,68",44680,valid,"7 Serrano, Hector 44 Cien por Ciento Swim 43,00 44,68"
7,29,2,men 40-44 50 LC Meter backstroke,"Vasquez, Claudio",41,1985,Tiburones de Curico,8,"55,00",55000,"49,59",49590,valid,"8 Vasquez, Claudio 41 Tiburones de Curico 55,00 49,59"
7,31,2,men 45-49 50 LC Meter backstroke,"Sillano, Mauricio",49,1977,Stadio Italiano,1,"35,00",35000,"36,14",36140,valid,"1 Sillano, Mauricio 49 Stadio Italiano 35,00 36,14"
7,32,2,men 45-49 50 LC Meter backstroke,"Gonzalez, Ciro",48,1978,Cien por Ciento Swim,2,"39,00",39000,"37,62",37620,valid,"2 Gonzalez, Ciro 48 Cien por Ciento Swim 39,00 37,62"
7,33,2,men 45-49 50 LC Meter backstroke,"Diaz, Cristobal",45,1981,Stadio Italiano,3,"36,00",36000,"37,72",37720,valid,"3 Diaz, Cristobal 45 Stadio Italiano 36,00 37,72"
7,34,2,men 45-49 50 LC Meter backstroke,"Martinez, Rodrigo",45,1981,Stadio Italiano,4,"45,00",45000,"43,77",43770,valid,"4 Martinez, Rodrigo 45 Stadio Italiano 45,00 43,77"
7,35,2,men 45-49 50 LC Meter backstroke,"Rojas, Freddy",47,1979,Cien por Ciento Swim,5,"40,00",40000,"44,17",44170,valid,"5 Rojas, Freddy 47 Cien por Ciento Swim 40,00 44,17"
7,36,2,men 45-49 50 LC Meter backstroke,"Escobillana, Leonardo",49,1977,Mantarrayas Arica,6,"46,00",46000,"44,75",44750,valid,"6 Escobillana, Leonardo 49 Mantarrayas Arica 46,00 44,75"
7,37,2,men 45-49 50 LC Meter backstroke,"Reggio, Franklyn",49,1977,Master U de Chile,7,"42,00",42000,"49,15",49150,valid,"7 Reggio, Franklyn 49 Master U de Chile 42,00 49,15"
7,39,2,men 50-54 50 LC Meter backstroke,"Maldavsky, Mijael",50,1976,Estadio Istaerlita,1,"40,00",40000,"40,30",40300,valid,"1 Maldavsky, Mijael 50 Estadio Istaerlita 40,00 40,30"
7,40,2,men 50-54 50 LC Meter backstroke,"Quezada, Alvaro",52,1974,Lo Que Boto La Ola,2,"39,00",39000,"41,81",41810,valid,"2 Quezada, Alvaro 52 Lo Que Boto La Ola 39,00 41,81"
7,41,2,men 50-54 50 LC Meter backstroke,"Lucena, Larry",51,1975,Nunoa Master,3,"38,10",38100,"41,83",41830,valid,"3 Lucena, Larry 51 Nunoa Master 38,10 41,83"
7,42,2,men 50-54 50 LC Meter backstroke,"Reveco, Mauricio",52,1974,Nunoa Master,4,"53,50",53500,"1:00,40",60400,valid,"4 Reveco, Mauricio 52 Nunoa Master 53,50 1:00,40"
7,43,2,men 50-54 50 LC Meter backstroke,"Lastra, Enrique",52,1974,Tiburones de Curico,5,"55,00",55000,"1:04,74",64740,valid,"5 Lastra, Enrique 52 Tiburones de Curico 55,00 1:04,74"
7,45,2,men 55-59 50 LC Meter backstroke,"Moenne, Gonzalo",57,1969,H2o,1,"38,00",38000,"35,54",35540,valid,"1 Moenne, Gonzalo 57 H2o 38,00 35,54"
7,46,2,men 55-59 50 LC Meter backstroke,"Battle, Juan Pablo",56,1970,Estadio Espanñol,2,"36,00",36000,"36,19",36190,valid,"2 Battle, Juan Pablo 56 Estadio Espanñol 36,00 36,19"
7,47,2,men 55-59 50 LC Meter backstroke,"Bate, Alexander",55,1971,Estadio Espanñol,3,"38,50",38500,"38,12",38120,valid,"3 Bate, Alexander 55 Estadio Espanñol 38,50 38,12"
7,48,2,men 55-59 50 LC Meter backstroke,"Bennewitz, Rodolfo",59,1967,Estadio Espanñol,4,"59,54",59540,"42,37",42370,valid,"4 Bennewitz, Rodolfo 59 Estadio Espanñol 59,54 42,37"
7,49,2,men 55-59 50 LC Meter backstroke,"Garcia, Eloy",59,1967,Lozada Swim Team,5,"38,50",38500,"44,16",44160,valid,"5 Garcia, Eloy 59 Lozada Swim Team 38,50 44,16"
7,50,2,men 55-59 50 LC Meter backstroke,"Portilla, Sergio",58,1968,Squadra Proswim,6,"50,00",50000,"57,83",57830,valid,"6 Portilla, Sergio 58 Squadra Proswim 50,00 57,83"
7,51,2,men 55-59 50 LC Meter backstroke,"Munñoz, Carlos",55,1971,Master NÑ uble,7,"50,00",50000,"1:01,66",61660,valid,"7 Munñoz, Carlos 55 Master NÑ uble 50,00 1:01,66"
7,52,2,men 55-59 50 LC Meter backstroke,"Acevedo, Luis",57,1969,Natacion Master Recoleta,8,"1:02,00",62000,"1:07,51",67510,valid,"8 Acevedo, Luis 57 Natacion Master Recoleta 1:02,00 1:07,51"
8,5,2,men 60-64 50 LC Meter backstroke,"Mora, Luis",62,1964,Stadio Italiano,1,"43,00",43000,"44,98",44980,valid,"1 Mora, Luis 62 Stadio Italiano 43,00 44,98"
8,6,2,men 60-64 50 LC Meter backstroke,"Jimenez, Andres",61,1965,Natacion Buin,2,"45,00",45000,"46,35",46350,valid,"2 Jimenez, Andres 61 Natacion Buin 45,00 46,35"
8,7,2,men 60-64 50 LC Meter backstroke,"Leal, Rene",62,1964,Fullmar,3,"54,00",54000,"55,19",55190,valid,"3 Leal, Rene 62 Fullmar 54,00 55,19"
8,9,2,men 65-69 50 LC Meter backstroke,"Traverso, Lorenzo",67,1959,Stadio Italiano,1,"42,00",42000,"41,24",41240,valid,"1 Traverso, Lorenzo 67 Stadio Italiano 42,00 41,24"
8,10,2,men 65-69 50 LC Meter backstroke,"Mimica, Axel",67,1959,Delfines de las Condes,2,"48,00",48000,"48,74",48740,valid,"2 Mimica, Axel 67 Delfines de las Condes 48,00 48,74"
8,11,2,men 65-69 50 LC Meter backstroke,"Johnson, Cristian",68,1958,Ironswim Master,3,"49,00",49000,"52,69",52690,valid,"3 Johnson, Cristian 68 Ironswim Master 49,00 52,69"
8,12,2,men 65-69 50 LC Meter backstroke,"Vega, Patricio",69,1957,Natacion Buin,4,"1:10,00",70000,"58,07",58070,valid,"4 Vega, Patricio 69 Natacion Buin 1:10,00 58,07"
8,13,2,men 65-69 50 LC Meter backstroke,"Aybar, Miguel",67,1959,Master U de Chile,5,"1:00,00",60000,"59,56",59560,valid,"5 Aybar, Miguel 67 Master U de Chile 1:00,00 59,56"
8,14,2,men 65-69 50 LC Meter backstroke,"Sagredo, Sergio",65,1961,Nunoa Master,6,"59,30",59300,"1:29,64",89640,valid,"6 Sagredo, Sergio 65 Nunoa Master 59,30 1:29,64"
8,16,2,men 70-74 50 LC Meter backstroke,"Trewhela, Heriberto",72,1954,Tiburones de Curico,1,"50,00",50000,"47,12",47120,valid,"1 Trewhela, Heriberto 72 Tiburones de Curico 50,00 47,12"
8,17,2,men 70-74 50 LC Meter backstroke,"Donoso, Juan",71,1955,Master San Bernardo,2,"55,00",55000,"52,27",52270,valid,"2 Donoso, Juan 71 Master San Bernardo 55,00 52,27"
8,18,2,men 70-74 50 LC Meter backstroke,"Reyes, Cristian",72,1954,Nunoa Master,3,"58,40",58400,"55,86",55860,valid,"3 Reyes, Cristian 72 Nunoa Master 58,40 55,86"
8,19,2,men 70-74 50 LC Meter backstroke,"Bosshardt, Rolf",70,1956,Master San Bernardo,4,"1:00,00",60000,"57,09",57090,valid,"4 Bosshardt, Rolf 70 Master San Bernardo 1:00,00 57,09"
8,20,2,men 70-74 50 LC Meter backstroke,"Cudworth, Bruce",72,1954,Delfines de las Condes,5,NT,,"1:14,94",74940,valid,"5 Cudworth, Bruce 72 Delfines de las Condes NT 1:14,94"
8,22,2,men 75-79 50 LC Meter backstroke,"Zepeda, Ricardo",76,1950,Penalolen Master,1,"1:12,00",72000,"1:03,98",63980,valid,"1 Zepeda, Ricardo 76 Penalolen Master 1:12,00 1:03,98"
8,23,2,men 75-79 50 LC Meter backstroke,"Gojanovic, Jure",75,1951,Lo Que Boto La Ola,2,"1:05,00",65000,"1:04,89",64890,valid,"2 Gojanovic, Jure 75 Lo Que Boto La Ola 1:05,00 1:04,89"
8,24,2,men 75-79 50 LC Meter backstroke,"Torrejon, Raul",76,1950,Natacion Buin,3,"1:50,00",110000,"1:23,12",83120,valid,"3 Torrejon, Raul 76 Natacion Buin 1:50,00 1:23,12"
8,26,2,men 80-84 50 LC Meter backstroke,"Machuca, Egidio R",83,1943,Africa Natacion,1,"1:10,00",70000,"1:11,62",71620,valid,"1 Machuca, Egidio R 83 Africa Natacion 1:10,00 1:11,62"
8,28,2,men 85-89 50 LC Meter backstroke,"Bennewitz, Rolando",85,1941,Stadio Italiano,1,"1:03,00",63000,"1:06,53",66530,valid,"1 Bennewitz, Rolando 85 Stadio Italiano 1:03,00 1:06,53"
8,30,3,women 20-24 50 LC Meter breaststroke,"Gonzalez, Constanza",24,2002,Nunoa Master,,"46,72",46720,"X47,90",47900,unknown,"--- Gonzalez, Constanza 24 Nunoa Master 46,72 X47,90"
8,31,3,women 20-24 50 LC Meter breaststroke,"Zunñiga, Catalina",21,2005,Santiago Deportes,,"51,00",51000,"X51,28",51280,unknown,"--- Zunñiga, Catalina 21 Santiago Deportes 51,00 X51,28"
8,32,3,women 20-24 50 LC Meter breaststroke,"Vega, Maria Jose",24,2002,Santiago Deportes,,"48,00",48000,"X53,31",53310,unknown,"--- Vega, Maria Jose 24 Santiago Deportes 48,00 X53,31"
8,34,3,women 25-29 50 LC Meter breaststroke,"Bustos, Laura",28,1998,Nunoa Master,1,"46,00",46000,"45,60",45600,valid,"1 Bustos, Laura 28 Nunoa Master 46,00 45,60"
8,35,3,women 25-29 50 LC Meter breaststroke,"Nunñez, Claudia",25,2001,Aquateam,2,"49,17",49170,"48,04",48040,valid,"2 Nunñez, Claudia 25 Aquateam 49,17 48,04"
8,36,3,women 25-29 50 LC Meter breaststroke,"Montecinos, Sandra",28,1998,Nunoa Master,3,"48,00",48000,"48,52",48520,valid,"3 Montecinos, Sandra 28 Nunoa Master 48,00 48,52"
8,37,3,women 25-29 50 LC Meter breaststroke,"Araya, Sofia",27,1999,Cien por Ciento Swim,4,"47,00",47000,"49,07",49070,valid,"4 Araya, Sofia 27 Cien por Ciento Swim 47,00 49,07"
8,38,3,women 25-29 50 LC Meter breaststroke,"Torres, Magdalena",27,1999,CS Maipu,5,"54,99",54990,"54,31",54310,valid,"5 Torres, Magdalena 27 CS Maipu 54,99 54,31"
8,40,3,women 30-34 50 LC Meter breaststroke,"Gomez, Maria Jose",30,1996,Santiago Deportes,1,"45,00",45000,"44,71",44710,valid,"1 Gomez, Maria Jose 30 Santiago Deportes 45,00 44,71"
8,41,3,women 30-34 50 LC Meter breaststroke,"Olguin, Daniela",31,1995,Stadio Italiano,2,"49,00",49000,"45,70",45700,valid,"2 Olguin, Daniela 31 Stadio Italiano 49,00 45,70"
8,42,3,women 30-34 50 LC Meter breaststroke,"Solans, Ines",34,1992,Goura Swim Team,3,"45,00",45000,"47,90",47900,valid,"3 Solans, Ines 34 Goura Swim Team 45,00 47,90"
8,43,3,women 30-34 50 LC Meter breaststroke,"Munizaga, Javiera",30,1996,Estadio Espanñol,4,"50,50",50500,"50,16",50160,valid,"4 Munizaga, Javiera 30 Estadio Espanñol 50,50 50,16"
8,44,3,women 30-34 50 LC Meter breaststroke,"Salinas, Consuelo",30,1996,Santiago Deportes,5,"1:00,00",60000,"58,83",58830,valid,"5 Salinas, Consuelo 30 Santiago Deportes 1:00,00 58,83"
8,45,3,women 30-34 50 LC Meter breaststroke,"Largi, Stephanie",34,1992,Orinoco Swim Team,6,"1:00,19",60190,"59,80",59800,valid,"6 Largi, Stephanie 34 Orinoco Swim Team 1:00,19 59,80"
8,46,3,women 30-34 50 LC Meter breaststroke,"Zhang, Jinyi",30,1996,Aguila Natacion,7,"1:20,00",80000,"1:01,55",61550,valid,"7 Zhang, Jinyi 30 Aguila Natacion 1:20,00 1:01,55"
8,47,3,women 30-34 50 LC Meter breaststroke,"Diaz, Victoria",31,1995,CS Maipu,8,"57,98",57980,"1:04,01",64010,valid,"8 Diaz, Victoria 31 CS Maipu 57,98 1:04,01"
8,49,3,women 35-39 50 LC Meter breaststroke,"Carrenño, Paulina",39,1987,Squadra Proswim,1,"40,00",40000,"40,00",40000,valid,"1 Carrenño, Paulina 39 Squadra Proswim 40,00 40,00"
8,50,3,women 35-39 50 LC Meter breaststroke,"Calderon, Xiana",35,1991,Lozada Swim Team,2,"41,00",41000,"40,76",40760,valid,"2 Calderon, Xiana 35 Lozada Swim Team 41,00 40,76"
8,51,3,women 35-39 50 LC Meter breaststroke,"Perez, Daniela",36,1990,Lozada Swim Team,3,"41,00",41000,"42,82",42820,valid,"3 Perez, Daniela 36 Lozada Swim Team 41,00 42,82"
9,5,3,women 35-39 50 LC Meter breaststroke,"Godoy, Marbelys",38,1988,Nunoa Master,4,"45,00",45000,"44,58",44580,valid,"4 Godoy, Marbelys 38 Nunoa Master 45,00 44,58"
9,6,3,women 35-39 50 LC Meter breaststroke,"Venegas, Javiera",35,1991,Goura Swim Team,5,"50,00",50000,"48,36",48360,valid,"5 Venegas, Javiera 35 Goura Swim Team 50,00 48,36"
9,7,3,women 35-39 50 LC Meter breaststroke,"Reyes, Maria Jose",37,1989,Goura Swim Team,6,"50,00",50000,"48,75",48750,valid,"6 Reyes, Maria Jose 37 Goura Swim Team 50,00 48,75"
9,8,3,women 35-39 50 LC Meter breaststroke,"Godoy, Ana",37,1989,Nunoa Master,7,"49,50",49500,"49,47",49470,valid,"7 Godoy, Ana 37 Nunoa Master 49,50 49,47"
9,9,3,women 35-39 50 LC Meter breaststroke,"Laplechade, Catalina",35,1991,Condrictios Team,8,"1:00,00",60000,"1:02,56",62560,valid,"8 Laplechade, Catalina 35 Condrictios Team 1:00,00 1:02,56"
9,10,3,women 35-39 50 LC Meter breaststroke,"Contreras, Natalia",38,1988,Condrictios Team,9,"1:02,00",62000,"1:03,99",63990,valid,"9 Contreras, Natalia 38 Condrictios Team 1:02,00 1:03,99"
9,11,3,women 35-39 50 LC Meter breaststroke,"Nahuepan, Nicole",36,1990,Cien por Ciento Swim,10,"1:10,00",70000,"1:29,94",89940,valid,"10 Nahuepan, Nicole 36 Cien por Ciento Swim 1:10,00 1:29,94"
9,13,3,women 40-44 50 LC Meter breaststroke,"Sepulveda, Pilar",43,1983,Lo Que Boto La Ola,1,"45,00",45000,"47,00",47000,valid,"1 Sepulveda, Pilar 43 Lo Que Boto La Ola 45,00 47,00"
9,14,3,women 40-44 50 LC Meter breaststroke,"Ortega, Paula",40,1986,Stadio Italiano,2,"47,00",47000,"48,87",48870,valid,"2 Ortega, Paula 40 Stadio Italiano 47,00 48,87"
9,15,3,women 40-44 50 LC Meter breaststroke,"Mindiola, Magdiri",43,1983,Nunoa Master,3,"49,00",49000,"49,68",49680,valid,"3 Mindiola, Magdiri 43 Nunoa Master 49,00 49,68"
9,16,3,women 40-44 50 LC Meter breaststroke,"Meirovich, Sigal",44,1982,Estadio Istaerlita,4,"53,00",53000,"50,14",50140,valid,"4 Meirovich, Sigal 44 Estadio Istaerlita 53,00 50,14"
9,17,3,women 40-44 50 LC Meter breaststroke,"Portus, Monica",42,1984,Squadra Proswim,5,"55,00",55000,"52,94",52940,valid,"5 Portus, Monica 42 Squadra Proswim 55,00 52,94"
9,18,3,women 40-44 50 LC Meter breaststroke,"Santa Maria, Debora",44,1982,Delfines de las Condes,6,"54,00",54000,"53,62",53620,valid,"6 Santa Maria, Debora 44 Delfines de las Condes 54,00 53,62"
9,19,3,women 40-44 50 LC Meter breaststroke,"Aparicio, Adriana",40,1986,Nunoa Master,7,"1:01,60",61600,"1:00,85",60850,valid,"7 Aparicio, Adriana 40 Nunoa Master 1:01,60 1:00,85"
9,20,3,women 40-44 50 LC Meter breaststroke,"Arias, Daniela",42,1984,Aguila Natacion,8,"1:15,00",75000,"1:01,81",61810,valid,"8 Arias, Daniela 42 Aguila Natacion 1:15,00 1:01,81"
9,21,3,women 40-44 50 LC Meter breaststroke,"Velasquez, Nohelis",42,1984,Lozada Swim Team,9,"1:20,00",80000,"1:03,92",63920,valid,"9 Velasquez, Nohelis 42 Lozada Swim Team 1:20,00 1:03,92"
9,23,3,women 45-49 50 LC Meter breaststroke,"Betancur, Roselin",45,1981,H2o,1,"1:43,00",103000,"44,47",44470,valid,"1 Betancur, Roselin 45 H2o 1:43,00 44,47"
9,24,3,women 45-49 50 LC Meter breaststroke,"Stuven, Rocio",45,1981,Nunoa Master,2,"47,00",47000,"47,02",47020,valid,"2 Stuven, Rocio 45 Nunoa Master 47,00 47,02"
9,25,3,women 45-49 50 LC Meter breaststroke,"Anania, Tatiana",47,1979,Stadio Italiano,3,"50,17",50170,"47,29",47290,valid,"3 Anania, Tatiana 47 Stadio Italiano 50,17 47,29"
9,26,3,women 45-49 50 LC Meter breaststroke,"Lozada, Evani",45,1981,Lozada Swim Team,4,"50,00",50000,"50,89",50890,valid,"4 Lozada, Evani 45 Lozada Swim Team 50,00 50,89"
9,27,3,women 45-49 50 LC Meter breaststroke,"Defosse, Carla",45,1981,Master Providencia,5,"50,00",50000,"51,03",51030,valid,"5 Defosse, Carla 45 Master Providencia 50,00 51,03"
9,28,3,women 45-49 50 LC Meter breaststroke,"Pestan, Maria Jose",45,1981,Ironswim Master,6,"55,00",55000,"56,43",56430,valid,"6 Pestan, Maria Jose 45 Ironswim Master 55,00 56,43"
9,29,3,women 45-49 50 LC Meter breaststroke,"Neiva, Moema",48,1978,Delfines de las Condes,7,"58,00",58000,"56,55",56550,valid,"7 Neiva, Moema 48 Delfines de las Condes 58,00 56,55"
9,30,3,women 45-49 50 LC Meter breaststroke,"Mellado, Constanza",47,1979,Squadra Proswim,8,"1:20,00",80000,"1:06,23",66230,valid,"8 Mellado, Constanza 47 Squadra Proswim 1:20,00 1:06,23"
9,31,3,women 45-49 50 LC Meter breaststroke,"Munñoz, Alejandra",48,1978,Estadio Espanñol,9,"1:00,20",60200,"1:07,82",67820,valid,"9 Munñoz, Alejandra 48 Estadio Espanñol 1:00,20 1:07,82"
9,32,3,women 45-49 50 LC Meter breaststroke,"Monrroy, Natalia",47,1979,Orinoco Swim Team,,"1:14,61",74610,DQ,,dsq,"--- Monrroy, Natalia 47 Orinoco Swim Team 1:14,61 DQ"
9,34,3,women 50-54 50 LC Meter breaststroke,"Klein, Marcela",53,1973,Estadio Istaerlita,1,"45,00",45000,"45,64",45640,valid,"1 Klein, Marcela 53 Estadio Istaerlita 45,00 45,64"
9,35,3,women 50-54 50 LC Meter breaststroke,"Perez, Paula",53,1973,Lozada Swim Team,2,"55,00",55000,"47,89",47890,valid,"2 Perez, Paula 53 Lozada Swim Team 55,00 47,89"
9,36,3,women 50-54 50 LC Meter breaststroke,"Valencia, Paola",53,1973,Stadio Italiano,3,"48,00",48000,"48,63",48630,valid,"3 Valencia, Paola 53 Stadio Italiano 48,00 48,63"
9,37,3,women 50-54 50 LC Meter breaststroke,"Lucena, Marggi",50,1976,Nunoa Master,4,"51,00",51000,"51,33",51330,valid,"4 Lucena, Marggi 50 Nunoa Master 51,00 51,33"
9,38,3,women 50-54 50 LC Meter breaststroke,"Ruiz, Macarena",54,1972,Estadio Espanñol,5,"48,00",48000,"51,51",51510,valid,"5 Ruiz, Macarena 54 Estadio Espanñol 48,00 51,51"
9,39,3,women 50-54 50 LC Meter breaststroke,"Brodske, Karen",54,1972,Estadio Istaerlita,6,"52,00",52000,"53,28",53280,valid,"6 Brodske, Karen 54 Estadio Istaerlita 52,00 53,28"
9,40,3,women 50-54 50 LC Meter breaststroke,"Castillo, Iza",50,1976,Lo Que Boto La Ola,7,"51,60",51600,"53,61",53610,valid,"7 Castillo, Iza 50 Lo Que Boto La Ola 51,60 53,61"
9,42,3,women 55-59 50 LC Meter breaststroke,"Lois, Pamela",56,1970,Stadio Italiano,1,"42,00",42000,"47,07",47070,valid,"1 Lois, Pamela 56 Stadio Italiano 42,00 47,07"
9,43,3,women 55-59 50 LC Meter breaststroke,"Altman, Pamela",57,1969,Estadio Istaerlita,2,"55,00",55000,"53,24",53240,valid,"2 Altman, Pamela 57 Estadio Istaerlita 55,00 53,24"
9,44,3,women 55-59 50 LC Meter breaststroke,"Tapia, Marcela G",58,1968,Africa Natacion,3,"55,00",55000,"53,97",53970,valid,"3 Tapia, Marcela G 58 Africa Natacion 55,00 53,97"
9,45,3,women 55-59 50 LC Meter breaststroke,"Pino, Marcela",55,1971,Santiago Deportes,4,"52,00",52000,"54,11",54110,valid,"4 Pino, Marcela 55 Santiago Deportes 52,00 54,11"
9,46,3,women 55-59 50 LC Meter breaststroke,"Arias, Tatiana",58,1968,Delfines de las Condes,5,"55,00",55000,"55,29",55290,valid,"5 Arias, Tatiana 58 Delfines de las Condes 55,00 55,29"
9,47,3,women 55-59 50 LC Meter breaststroke,"Levys, Patricia",57,1969,Estadio Istaerlita,6,"1:00,00",60000,"1:02,53",62530,valid,"6 Levys, Patricia 57 Estadio Istaerlita 1:00,00 1:02,53"
9,48,3,women 55-59 50 LC Meter breaststroke,"Aros, Paola",55,1971,Master Providencia,7,"1:12,50",72500,"1:12,25",72250,valid,"7 Aros, Paola 55 Master Providencia 1:12,50 1:12,25"
9,50,3,women 60-64 50 LC Meter breaststroke,"Mora, Sonia",60,1966,Stadio Italiano,1,"53,00",53000,"52,01",52010,valid,"1 Mora, Sonia 60 Stadio Italiano 53,00 52,01"
9,51,3,women 60-64 50 LC Meter breaststroke,"Preminger, Geraldine",62,1964,Estadio Istaerlita,2,"1:12,00",72000,"1:05,14",65140,valid,"2 Preminger, Geraldine 62 Estadio Istaerlita 1:12,00 1:05,14"
9,52,3,women 60-64 50 LC Meter breaststroke,"Soto, Eslavia",61,1965,Nunoa Master,3,"1:10,20",70200,"1:07,44",67440,valid,"3 Soto, Eslavia 61 Nunoa Master 1:10,20 1:07,44"
9,53,3,women 60-64 50 LC Meter breaststroke,"Canñete, Soledad",63,1963,Natacion Master Recoleta,4,"1:20,00",80000,"1:40,32",100320,valid,"4 Canñete, Soledad 63 Natacion Master Recoleta 1:20,00 1:40,32"
10,5,3,women 65-69 50 LC Meter breaststroke,"Ojeda, Soledad",67,1959,Stadio Italiano,1,"50,00",50000,"52,17",52170,valid,"1 Ojeda, Soledad 67 Stadio Italiano 50,00 52,17"
10,6,3,women 65-69 50 LC Meter breaststroke,"Munñoz, Ilse",67,1959,Aquateam,2,"59,00",59000,"1:02,63",62630,valid,"2 Munñoz, Ilse 67 Aquateam 59,00 1:02,63"
10,8,3,women 70-74 50 LC Meter breaststroke,"Hormazabal, Rita",70,1956,Delfines de las Condes,1,"48,00",48000,"49,17",49170,valid,"1 Hormazabal, Rita 70 Delfines de las Condes 48,00 49,17"
10,9,3,women 70-74 50 LC Meter breaststroke,"Toro, Soledad",72,1954,Master Providencia,2,"1:25,00",85000,"1:19,00",79000,valid,"2 Toro, Soledad 72 Master Providencia 1:25,00 1:19,00"
10,10,3,women 70-74 50 LC Meter breaststroke,"Munñoz, Maria",70,1956,Nunoa Master,3,"1:20,10",80100,"1:48,46",108460,valid,"3 Munñoz, Maria 70 Nunoa Master 1:20,10 1:48,46"
10,12,3,women 75-79 50 LC Meter breaststroke,"Ilic, Patricia",79,1947,Stadio Italiano,1,"1:00,00",60000,"57,61",57610,valid,"1 Ilic, Patricia 79 Stadio Italiano 1:00,00 57,61"
10,13,3,women 75-79 50 LC Meter breaststroke,"Fuster, Maria Isabel",79,1947,Estadio Espanñol,2,"1:32,50",92500,"1:33,27",93270,valid,"2 Fuster, Maria Isabel 79 Estadio Espanñol 1:32,50 1:33,27"
10,15,3,women 85-89 50 LC Meter breaststroke,"Martinez, Estela",86,1940,Estadio Espanñol,1,"1:23,50",83500,"1:31,48",91480,valid,"1 Martinez, Estela 86 Estadio Espanñol 1:23,50 1:31,48"
10,17,3,men 20-24 50 LC Meter breaststroke,"Navarrete, Luis",24,2002,Aquamaster Chillan,,"33,02",33020,"X34,73",34730,unknown,"--- Navarrete, Luis 24 Aquamaster Chillan 33,02 X34,73"
10,19,3,men 25-29 50 LC Meter breaststroke,"Ortego, Ignacio",26,2000,Estadio Espanñol,1,"32,00",32000,"32,65",32650,valid,"1 Ortego, Ignacio 26 Estadio Espanñol 32,00 32,65"
10,20,3,men 25-29 50 LC Meter breaststroke,"Portilla, Manuel",29,1997,Squadra Proswim,2,"31,00",31000,"32,66",32660,valid,"2 Portilla, Manuel 29 Squadra Proswim 31,00 32,66"
10,21,3,men 25-29 50 LC Meter breaststroke,"Ordenes, Alejandro",26,2000,Copiapo Swim,3,"47,00",47000,"35,76",35760,valid,"3 Ordenes, Alejandro 26 Copiapo Swim 47,00 35,76"
10,22,3,men 25-29 50 LC Meter breaststroke,"Osorio, Benjamin",28,1998,Stadio Italiano,4,"34,89",34890,"35,80",35800,valid,"4 Osorio, Benjamin 28 Stadio Italiano 34,89 35,80"
10,23,3,men 25-29 50 LC Meter breaststroke,"Mendoza, Nestor",29,1997,Lozada Swim Team,5,"38,90",38900,"36,12",36120,valid,"5 Mendoza, Nestor 29 Lozada Swim Team 38,90 36,12"
10,24,3,men 25-29 50 LC Meter breaststroke,"Machado, Vicente",29,1997,Goura Swim Team,6,"38,00",38000,"37,99",37990,valid,"6 Machado, Vicente 29 Goura Swim Team 38,00 37,99"
10,25,3,men 25-29 50 LC Meter breaststroke,"Guirriman, Alexis",29,1997,Lozada Swim Team,7,"35,80",35800,"38,40",38400,valid,"7 Guirriman, Alexis 29 Lozada Swim Team 35,80 38,40"
10,26,3,men 25-29 50 LC Meter breaststroke,"Bennewitz, Martin",29,1997,Estadio Espanñol,8,"1:05,44",65440,"1:03,13",63130,valid,"8 Bennewitz, Martin 29 Estadio Espanñol 1:05,44 1:03,13"
10,28,3,men 30-34 50 LC Meter breaststroke,"Perez, Romulo",34,1992,Nunoa Master,1,"34,50",34500,"36,11",36110,valid,"1 Perez, Romulo 34 Nunoa Master 34,50 36,11"
10,29,3,men 30-34 50 LC Meter breaststroke,"Flores, Jaime",33,1993,Stadio Italiano,2,"35,00",35000,"36,22",36220,valid,"2 Flores, Jaime 33 Stadio Italiano 35,00 36,22"
10,30,3,men 30-34 50 LC Meter breaststroke,"Ibarra, Gustavo",34,1992,Goura Swim Team,3,"35,00",35000,"37,19",37190,valid,"3 Ibarra, Gustavo 34 Goura Swim Team 35,00 37,19"
10,31,3,men 30-34 50 LC Meter breaststroke,"Neira, Octavio",32,1994,Master Providencia,4,"38,00",38000,"37,69",37690,valid,"4 Neira, Octavio 32 Master Providencia 38,00 37,69"
10,32,3,men 30-34 50 LC Meter breaststroke,"Bone, Cristobal",31,1995,Golden,5,"38,00",38000,"39,09",39090,valid,"5 Bone, Cristobal 31 Golden 38,00 39,09"
10,33,3,men 30-34 50 LC Meter breaststroke,"Toro, Javier",30,1996,Condrictios Team,6,"45,00",45000,"40,22",40220,valid,"6 Toro, Javier 30 Condrictios Team 45,00 40,22"
10,34,3,men 30-34 50 LC Meter breaststroke,"Sayago, Alexis",33,1993,Nunoa Master,7,"43,00",43000,"41,80",41800,valid,"7 Sayago, Alexis 33 Nunoa Master 43,00 41,80"
10,35,3,men 30-34 50 LC Meter breaststroke,"Carrasco, Eduardo",34,1992,Goura Swim Team,8,"42,00",42000,"43,00",43000,valid,"8 Carrasco, Eduardo 34 Goura Swim Team 42,00 43,00"
10,36,3,men 30-34 50 LC Meter breaststroke,"Canñete, Rafael",33,1993,Lozada Swim Team,9,"50,90",50900,"46,05",46050,valid,"9 Canñete, Rafael 33 Lozada Swim Team 50,90 46,05"
